Current	VoltageA (50mV/1000A)	uV-0.027	1.028
-0.027	1.032
-0.026	1.026
-0.026	1.024
-0.027	1.072
-0.026	1.036
-0.027	1.051
-0.026	1.031
-0.027	1.053
-0.027	1.062
-0.027	1.052
-0.027	1.078
-0.027	1.057
-0.027	1.051
-0.027	1.029
-0.026	1.053
-0.027	1.052
-0.027	1.035
-0.027	1.048
-0.027	1.061
0.801	21.841
3.182	8.804
4.307	8.147
5.412	7.570
6.506	8.352
7.591	8.682
9.124	8.066
10.187	6.104
11.245	5.249
12.295	4.865
13.339	4.667
14.826	4.536
15.857	4.541
16.888	4.503
17.915	4.433
18.938	4.469
20.391	4.550
21.408	4.695
22.423	4.396
23.433	4.754
24.444	4.231
25.883	4.404
26.888	4.370
27.894	4.026
28.898	4.326
29.900	4.140
31.327	4.120
32.327	4.300
33.326	4.271
34.324	4.410
35.320	4.302
36.740	4.173
37.734	4.464
38.727	4.286
39.719	4.341
40.712	4.076
42.129	4.309
43.121	4.450
44.108	4.695
45.102	3.924
46.087	3.761
47.501	4.266
48.481	4.273
49.465	4.220
50.444	3.996
51.427	3.992
52.831	4.109
53.812	3.954
54.788	4.458
55.767	4.715
56.745	4.155
58.138	4.302
59.113	3.966
60.085	4.034
60.918	4.184
61.885	4.013
63.271	3.703
64.241	3.930
65.213	4.008
66.180	4.141
67.149	3.856
68.528	4.113
69.496	4.303
70.324	4.552
71.287	5.372
72.255	4.491
73.634	3.076
74.599	3.740
75.560	3.519
76.521	4.841
77.488	4.961
78.862	4.823
79.827	5.228
80.786	5.459
81.751	6.428
82.712	5.935
84.224	5.993
85.188	5.969
86.154	5.906
87.108	5.898
88.070	6.450
89.446	6.570
90.400	6.655
91.364	6.488
92.322	6.116
93.289	6.901
94.652	6.798
95.616	6.480
96.579	7.277
97.536	6.416
98.495	6.435
99.865	7.309
100.826	6.786
101.783	6.290
102.740	6.610
103.693	11.164
105.071	11.531
106.034	16.663
106.987	27.604
107.943	47.269
108.903	75.251
110.268	127.148
111.230	179.902
112.181	234.714
113.140	303.345
114.095	407.490
115.464	576.877
115.933	10380.530
117.267	22840.252
119.083	37601.020
120.316	52599.184
121.154	67922.867
66.321	265.645
