Current	VoltageA (50mV/1000A)	uV-0.029	0.629
-0.028	0.697
-0.028	0.668
-0.028	0.676
-0.028	0.793
-0.029	1.269
-0.029	1.448
-0.029	1.455
-0.029	1.142
-0.029	1.156
-0.028	1.144
-0.028	1.521
-0.028	1.158
-0.028	1.268
-0.028	1.224
-0.029	1.219
-0.029	0.867
-0.028	0.509
-0.028	0.722
-0.029	0.639
-0.028	0.640
-0.028	0.729
-0.028	0.309
-0.029	0.204
-0.029	0.185
-0.029	0.057
-0.029	0.183
0.069	11.390
0.491	3.797
0.683	4.636
0.868	4.329
1.119	3.697
1.284	3.570
1.445	3.468
1.597	3.386
1.748	3.442
1.955	3.394
2.094	3.343
2.228	3.141
2.361	2.902
2.489	2.864
2.669	3.106
2.793	3.289
2.911	3.779
3.034	3.076
3.151	2.936
3.317	2.594
3.431	2.703
3.545	2.618
3.655	2.938
3.767	2.755
3.923	2.658
4.035	2.620
4.143	2.721
4.250	2.834
4.356	3.125
4.510	3.015
4.618	2.765
4.723	2.413
4.829	2.549
4.934	2.640
5.084	2.828
5.187	2.894
5.294	2.115
5.396	1.952
5.499	2.628
5.648	1.849
5.753	1.554
5.857	1.821
5.960	1.200
6.062	1.414
6.210	1.384
6.314	1.644
6.418	1.657
6.521	1.177
6.621	1.135
6.768	1.377
6.871	0.969
6.974	1.028
7.078	0.957
7.181	1.247
7.327	1.061
7.430	1.141
7.532	1.168
7.635	1.390
7.735	1.453
7.884	1.500
7.987	1.441
8.088	1.366
8.192	1.401
8.293	1.456
8.442	1.466
8.543	1.936
8.646	1.717
8.748	1.970
8.851	1.910
8.996	2.095
9.100	1.797
9.201	1.956
9.303	2.542
9.406	2.102
9.553	2.432
9.654	1.787
9.755	1.921
9.859	1.861
9.960	2.348
10.107	1.798
10.211	2.117
10.312	2.158
10.416	1.924
10.517	2.214
10.662	2.236
10.764	2.047
10.865	2.348
10.968	2.027
11.072	2.224
11.216	2.200
11.317	2.547
11.422	2.444
11.523	2.074
11.626	2.312
11.771	2.362
11.874	2.992
11.977	2.132
12.077	2.162
12.181	2.295
12.326	1.986
12.426	1.854
12.531	1.911
12.633	2.506
12.736	2.174
12.880	2.137
12.983	2.072
13.085	2.065
13.186	2.089
13.289	1.968
13.436	1.851
13.537	1.794
13.639	2.023
13.741	2.051
13.845	2.178
13.987	2.177
14.091	2.414
14.194	2.239
14.296	1.802
14.400	1.991
14.547	1.990
14.647	1.976
14.750	1.610
14.852	2.320
14.954	1.868
15.099	2.328
15.202	2.731
15.305	2.157
15.408	2.241
15.509	2.272
15.656	2.259
15.758	2.015
15.861	1.968
15.961	2.023
16.065	2.564
16.210	2.251
16.314	2.114
16.417	4.148
16.518	1.943
16.618	2.094
16.765	2.110
16.867	1.992
16.968	1.836
17.071	2.574
17.173	1.962
17.320	2.396
17.421	2.240
17.524	2.118
17.626	2.172
17.729	1.751
17.872	1.983
17.975	1.991
18.080	2.078
18.182	1.910
18.284	1.813
18.427	2.095
18.530	1.930
18.632	2.114
18.734	2.108
18.837	2.231
18.981	2.823
19.082	2.390
19.186	2.096
19.286	2.833
19.389	2.516
19.534	2.982
19.637	3.790
19.740	3.259
19.841	3.519
19.944	3.411
20.090	3.779
20.194	3.477
20.294	3.609
20.395	4.083
20.500	5.013
20.645	4.714
20.745	5.257
20.848	5.071
20.950	5.803
21.051	6.001
21.198	6.714
21.301	6.370
21.400	7.548
21.505	7.852
21.606	8.521
21.751	9.383
21.854	10.037
21.957	10.594
22.059	11.728
22.161	12.459
22.307	13.851
22.408	15.161
22.511	17.086
22.611	17.926
22.714	19.524
22.859	22.267
22.962	23.956
23.064	26.255
12.817	-290.752
