Current	VoltageA (50mV/1000A)	uV-0.027	0.870
-0.027	0.879
-0.027	0.838
-0.027	0.831
-0.027	0.836
-0.027	0.863
-0.027	0.862
-0.027	0.844
-0.027	0.861
-0.027	0.890
-0.027	0.892
-0.027	0.872
-0.027	0.867
-0.027	0.858
-0.027	0.864
-0.027	0.865
-0.027	0.853
0.509	8.013
1.267	5.369
1.712	4.794
2.330	4.417
2.778	4.666
3.218	4.384
3.620	4.487
4.017	4.591
4.570	4.513
4.952	4.355
5.328	4.330
5.696	4.269
6.065	4.342
6.611	4.261
6.997	4.436
7.353	4.519
7.733	4.327
8.108	4.015
8.609	3.299
8.955	2.919
9.302	2.772
9.645	3.075
9.986	2.715
10.477	2.531
10.815	2.518
11.179	2.508
11.543	2.628
11.878	2.391
12.359	2.489
12.698	2.387
13.032	2.622
13.367	2.422
13.702	2.359
14.181	2.491
14.516	2.504
14.849	2.479
15.180	2.427
15.512	2.503
15.988	2.459
16.321	2.361
16.655	2.480
16.986	2.416
17.319	2.454
17.793	2.373
18.127	2.341
18.457	2.566
18.787	2.364
19.120	2.319
19.593	2.632
19.924	2.420
20.255	2.352
20.586	2.335
20.919	2.382
21.392	2.353
21.723	2.258
22.053	2.319
22.386	2.422
22.716	2.403
23.188	2.418
23.519	2.520
23.852	2.118
24.181	2.184
24.513	2.396
24.984	2.337
25.315	2.437
25.644	2.241
25.976	2.400
26.310	1.977
26.779	1.761
27.108	2.212
27.441	2.123
27.748	2.339
28.101	2.662
28.573	2.120
28.906	2.187
29.233	2.203
29.565	2.240
29.895	2.236
30.367	2.335
30.697	2.452
31.027	2.380
31.358	2.323
31.686	2.354
32.159	2.259
32.488	2.242
32.819	2.447
33.151	2.546
33.478	2.251
33.952	2.403
34.281	2.623
34.612	2.189
34.941	2.514
35.269	2.234
35.741	2.182
36.070	2.244
36.400	2.378
36.731	2.313
37.058	2.319
37.526	2.624
37.861	2.759
38.188	2.514
38.545	2.285
38.897	2.511
39.368	2.348
39.695	2.255
40.025	2.449
40.354	2.241
40.660	2.140
41.153	2.487
41.481	2.393
41.789	2.370
42.144	2.267
42.473	2.407
42.941	2.307
43.269	2.365
43.601	2.495
43.927	2.580
44.279	2.298
44.774	2.401
45.100	2.418
45.429	2.026
45.758	2.383
46.087	2.759
46.552	2.398
46.882	2.417
47.208	2.428
47.539	2.598
47.866	2.614
48.335	2.669
48.663	2.796
48.987	2.921
49.314	2.853
49.645	2.642
50.109	2.562
50.434	2.646
50.764	2.835
51.088	2.910
51.413	2.616
51.882	2.935
52.208	2.755
52.535	3.193
52.863	2.840
53.184	2.898
53.654	3.267
53.978	2.922
54.304	3.006
54.633	2.795
54.955	3.192
55.420	2.967
55.744	2.864
56.070	3.423
56.394	3.003
56.718	3.306
57.183	3.469
57.507	3.555
57.856	3.079
58.203	3.474
58.523	3.274
58.986	3.523
59.311	3.433
59.637	3.454
59.961	3.193
60.284	3.227
60.748	4.023
61.069	3.894
61.392	4.000
61.716	3.430
62.036	3.688
62.500	3.585
62.823	3.527
63.147	3.402
63.469	3.882
63.793	2.773
64.256	3.287
64.577	3.148
64.899	4.635
65.221	4.122
65.541	3.421
66.002	4.614
66.323	3.828
66.646	3.783
66.970	5.227
67.293	3.124
67.749	4.551
68.072	4.976
68.396	4.076
68.718	4.832
69.038	16.537
69.499	4.505
69.815	5.371
70.135	6.038
70.458	5.976
70.782	7.102
71.241	8.602
71.563	9.640
71.886	11.054
72.206	12.930
72.526	15.778
72.984	17.934
73.307	24.450
73.627	29.315
73.971	36.004
74.314	41.146
74.774	49.304
75.094	-379.658
50.914	-63.422
